Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[34]     0.0    0.00    0.00  102312         corner const& std::forward<corner const&>(std::remove_reference<corner const&>::type&) [34]
-----------------------------------------------
                0.00    0.00  102311/102311      std::_List_node<unsigned long>::_M_valptr() [37]
[35]     0.0    0.00    0.00  102311         __gnu_cxx::__aligned_membuf<unsigned long>::_M_ptr() [35]
                0.00    0.00  102311/102311      __gnu_cxx::__aligned_membuf<unsigned long>::_M_addr() [36]
-----------------------------------------------
                0.00    0.00  102311/102311      __gnu_cxx::__aligned_membuf<unsigned long>::_M_ptr() [35]
[36]     0.0    0.00    0.00  102311         __gnu_cxx::__aligned_membuf<unsigned long>::_M_addr() [36]
-----------------------------------------------
                0.00    0.00       1/102311      std::__cxx11::_List_base<middle, std::allocator<middle> >::_M_set_size(unsigned long) [351]
                0.00    0.00      89/102311      std::__cxx11::_List_base<middle, std::allocator<middle> >::_M_dec_size(unsigned long) [279]
                0.00    0.00      90/102311      std::__cxx11::_List_base<middle, std::allocator<middle> >::_M_inc_size(unsigned long) [270]
                0.00    0.00    1348/102311      std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_set_size(unsigned long) [191]
                0.00    0.00    1948/102311      std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_set_size(unsigned long) [172]
                0.00    0.00    4867/102311      std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_dec_size(unsigned long) [155]
                0.00    0.00   10637/102311      std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_dec_size(unsigned long) [140]
                0.00    0.00   13747/102311      std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_inc_size(unsigned long) [128]
                0.00    0.00   13912/102311      std::__cxx11::_List_base<int, std::allocator<int> >::_M_set_size(unsigned long) [112]
                0.00    0.00   15047/102311      std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [93]
                0.00    0.00   15047/102311      std::__cxx11::_List_base<int, std::allocator<int> >::_M_dec_size(unsigned long) [91]
                0.00    0.00   25578/102311      std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_inc_size(unsigned long) [66]
[37]     0.0    0.00    0.00  102311         std::_List_node<unsigned long>::_M_valptr() [37]
                0.00    0.00  102311/102311      __gnu_cxx::__aligned_membuf<unsigned long>::_M_ptr() [35]
-----------------------------------------------
                0.00    0.00   86280/86280       void std::__advance<std::_List_iterator<corner>, long>(std::_List_iterator<corner>&, long, std::bidirectional_iterator_tag) [145]
[38]     0.0    0.00    0.00   86280         std::_List_iterator<corner>::operator++() [38]
-----------------------------------------------
                0.00    0.00   15047/60188       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [99]
                0.00    0.00   15047/60188       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [95]
                0.00    0.00   15047/60188       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [90]
                0.00    0.00   15047/60188       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [80]
[39]     0.0    0.00    0.00   60188         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [39]
-----------------------------------------------
                0.00    0.00   13747/54988       void std::__cxx11::list<edge, std::allocator<edge> >::_M_insert<edge const&>(std::_List_iterator<edge>, edge const&) [130]
                0.00    0.00   13747/54988       std::_List_node<edge>* std::__cxx11::list<edge, std::allocator<edge> >::_M_create_node<edge const&>(edge const&) [129]
                0.00    0.00   13747/54988       void std::allocator_traits<std::allocator<std::_List_node<edge> > >::construct<edge, edge const&>(std::allocator<std::_List_node<edge> >&, edge*, edge const&) [126]
                0.00    0.00   13747/54988       void __gnu_cxx::new_allocator<std::_List_node<edge> >::construct<edge, edge const&>(edge*, edge const&) [120]
[40]     0.0    0.00    0.00   54988         edge const& std::forward<edge const&>(std::remove_reference<edge const&>::type&) [40]
-----------------------------------------------
                0.00    0.00      90/54462       void __gnu_cxx::new_allocator<std::_List_node<middle> >::construct<middle, middle const&>(middle*, middle const&) [260]
                0.00    0.00   13747/54462       void __gnu_cxx::new_allocator<std::_List_node<edge> >::construct<edge, edge const&>(edge*, edge const&) [120]
                0.00    0.00   15047/54462       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [80]
                0.00    0.00   25578/54462       void __gnu_cxx::new_allocator<std::_List_node<corner> >::construct<corner, corner const&>(corner*, corner const&) [58]
[41]     0.0    0.00    0.00   54462         operator new(unsigned long, void*) [41]
-----------------------------------------------
                0.00    0.00   10637/51146       std::__cxx11::list<corner, std::allocator<corner> >::_M_erase(std::_List_iterator<corner>) [142]
                0.00    0.00   14931/51146       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_clear() [196]
                0.00    0.00   25578/51146       std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&) [67]
[42]     0.0    0.00    0.00   51146         std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_get_Node_allocator() [42]
-----------------------------------------------
                0.00    0.00   45141/45141       std::_List_node<int>::_M_valptr() [45]
[43]     0.0    0.00    0.00   45141         __gnu_cxx::__aligned_membuf<int>::_M_ptr() [43]
                0.00    0.00   45141/45141       __gnu_cxx::__aligned_membuf<int>::_M_addr() [44]
-----------------------------------------------
                0.00    0.00   45141/45141       __gnu_cxx::__aligned_membuf<int>::_M_ptr() [43]
[44]     0.0    0.00    0.00   45141         __gnu_cxx::__aligned_membuf<int>::_M_addr() [44]
-----------------------------------------------
                0.00    0.00   15047/45141       std::_List_iterator<int>::operator*() const [82]
                0.00    0.00   15047/45141       std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [97]
                0.00    0.00   15047/45141       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [95]
[45]     0.0    0.00    0.00   45141         std::_List_node<int>::_M_valptr() [45]
                0.00    0.00   45141/45141       __gnu_cxx::__aligned_membuf<int>::_M_ptr() [43]
-----------------------------------------------
                0.00    0.00   15047/45141       std::__cxx11::list<int, std::allocator<int> >::pop_back() [98]
                0.00    0.00   30094/45141       std::__cxx11::list<int, std::allocator<int> >::end() [51]
[46]     0.0    0.00    0.00   45141         std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [46]
-----------------------------------------------
                0.00    0.00   41606/41606       std::_List_node<unsigned long>::_M_valptr() const [49]
[47]     0.0    0.00    0.00   41606         __gnu_cxx::__aligned_membuf<unsigned long>::_M_ptr() const [47]
                0.00    0.00   41606/41606       __gnu_cxx::__aligned_membuf<unsigned long>::_M_addr() const [48]
-----------------------------------------------
                0.00    0.00   41606/41606       __gnu_cxx::__aligned_membuf<unsigned long>::_M_ptr() const [47]
[48]     0.0    0.00    0.00   41606         __gnu_cxx::__aligned_membuf<unsigned long>::_M_addr() const [48]
-----------------------------------------------
                0.00    0.00      20/41606       std::__cxx11::_List_base<middle, std::allocator<middle> >::_M_node_count() const [307]
                0.00    0.00    4584/41606       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_node_count() const [161]
                0.00    0.00    8043/41606       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_node_count() const [146]
                0.00    0.00   28959/41606       std::__cxx11::_List_base<int, std::allocator<int> >::_M_node_count() const [52]
[49]     0.0    0.00    0.00   41606         std::_List_node<unsigned long>::_M_valptr() const [49]
                0.00    0.00   41606/41606       __gnu_cxx::__aligned_membuf<unsigned long>::_M_ptr() const [47]
-----------------------------------------------
                0.00    0.00   15047/30094       std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [97]
                0.00    0.00   15047/30094       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [95]
[50]     0.0    0.00    0.00   30094         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [50]
-----------------------------------------------
                0.00    0.00   15047/30094       std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [100]
                0.00    0.00   15047/30094       std::__cxx11::list<int, std::allocator<int> >::back() [96]
[51]     0.0    0.00    0.00   30094         std::__cxx11::list<int, std::allocator<int> >::end() [51]
                0.00    0.00   30094/45141       std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [46]
-----------------------------------------------
                0.00    0.00   28959/28959       std::__cxx11::list<int, std::allocator<int> >::size() const [53]
[52]     0.0    0.00    0.00   28959         std::__cxx11::_List_base<int, std::allocator<int> >::_M_node_count() const [52]
                0.00    0.00   28959/41606       std::_List_node<unsigned long>::_M_valptr() const [49]
-----------------------------------------------
                0.00    0.00   14360/28959       fillEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [4]
                0.00    0.00   14599/28959       fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [5]
[53]     0.0    0.00    0.00   28959         std::__cxx11::list<int, std::allocator<int> >::size() const [53]
                0.00    0.00   28959/28959       std::__cxx11::_List_base<int, std::allocator<int> >::_M_node_count() const [52]
-----------------------------------------------
                0.00    0.00      12/27492       buildCombOfEdge(std::__cxx11::list<edge, std::allocator<edge> >*, int*) [336]
                0.00    0.00      24/27492       sortOutImpossibleEdges(int*, std::__cxx11::list<edge, std::allocator<edge> >&, int*, int*) [297]
                0.00    0.00     252/27492       printlist(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [10]
                0.00    0.00     316/27492       containsEdge(std::__cxx11::list<edge, std::allocator<edge> >&, int, int) [228]
                0.00    0.00     744/27492       getNextEdgeQuestion(std::__cxx11::list<edge, std::allocator<edge> >&, int*, int*) [296]
                0.00    0.00    1776/27492       CopyListEdges(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<edge, std::allocator<edge> >*) [243]
                0.00    0.00    2904/27492       findEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int*, int) [311]
                0.00    0.00   21464/27492       fillEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [4]
[54]     0.0    0.00    0.00   27492         std::__cxx11::list<edge, std::allocator<edge> >::begin() [54]
                0.00    0.00   27492/170044      std::_List_iterator<edge>::_List_iterator(std::__detail::_List_node_base*) [27]
-----------------------------------------------
                0.00    0.00    4867/27481       std::__cxx11::list<edge, std::allocator<edge> >::_M_erase(std::_List_iterator<edge>) [157]
                0.00    0.00    8867/27481       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_clear() [177]
                0.00    0.00   13747/27481       std::_List_node<edge>* std::__cxx11::list<edge, std::allocator<edge> >::_M_create_node<edge const&>(edge const&) [129]
[55]     0.0    0.00    0.00   27481         std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_get_Node_allocator() [55]
-----------------------------------------------
                0.00    0.00   26244/26244       void std::__advance<std::_List_iterator<edge>, long>(std::_List_iterator<edge>&, long, std::bidirectional_iterator_tag) [160]
[56]     0.0    0.00    0.00   26244         std::_List_iterator<edge>::operator++() [56]
-----------------------------------------------
                0.00    0.00   25578/25578       std::allocator_traits<std::allocator<std::_List_node<corner> > >::allocate(std::allocator<std::_List_node<corner> >&, unsigned long) [63]
[57]     0.0    0.00    0.00   25578         __gnu_cxx::new_allocator<std::_List_node<corner> >::allocate(unsigned long, void const*) [57]
                0.00    0.00   25578/25578       __gnu_cxx::new_allocator<std::_List_node<corner> >::max_size() const [59]
-----------------------------------------------
                0.00    0.00   25578/25578       void std::allocator_traits<std::allocator<std::_List_node<corner> > >::construct<corner, corner const&>(std::allocator<std::_List_node<corner> >&, corner*, corner const&) [64]
[58]     0.0    0.00    0.00   25578         void __gnu_cxx::new_allocator<std::_List_node<corner> >::construct<corner, corner const&>(corner*, corner const&) [58]
                0.00    0.00   25578/102312      corner const& std::forward<corner const&>(std::remove_reference<corner const&>::type&) [34]
                0.00    0.00   25578/54462       operator new(unsigned long, void*) [41]
-----------------------------------------------
                0.00    0.00   25578/25578       __gnu_cxx::new_allocator<std::_List_node<corner> >::allocate(unsigned long, void const*) [57]
[59]     0.0    0.00    0.00   25578         __gnu_cxx::new_allocator<std::_List_node<corner> >::max_size() const [59]
-----------------------------------------------
                0.00    0.00   25578/25578       std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&) [67]
[60]     0.0    0.00    0.00   25578         std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::__allocated_ptr(std::allocator<std::_List_node<corner> >&, std::_List_node<corner>*) [60]
                0.00    0.00   25578/25578       std::allocator<std::_List_node<corner> >* std::__addressof<std::allocator<std::_List_node<corner> > >(std::allocator<std::_List_node<corner> >&) [70]
-----------------------------------------------
                0.00    0.00   25578/25578       std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&) [67]
[61]     0.0    0.00    0.00   25578         std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::~__allocated_ptr() [61]
-----------------------------------------------
                0.00    0.00   25578/25578       std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&) [67]
[62]     0.0    0.00    0.00   25578         std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::operator=(decltype(nullptr)) [62]
-----------------------------------------------
                0.00    0.00   25578/25578       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_get_node() [65]
[63]     0.0    0.00    0.00   25578         std::allocator_traits<std::allocator<std::_List_node<corner> > >::allocate(std::allocator<std::_List_node<corner> >&, unsigned long) [63]
                0.00    0.00   25578/25578       __gnu_cxx::new_allocator<std::_List_node<corner> >::allocate(unsigned long, void const*) [57]
-----------------------------------------------
                0.00    0.00   25578/25578       std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&) [67]
[64]     0.0    0.00    0.00   25578         void std::allocator_traits<std::allocator<std::_List_node<corner> > >::construct<corner, corner const&>(std::allocator<std::_List_node<corner> >&, corner*, corner const&) [64]
                0.00    0.00   25578/102312      corner const& std::forward<corner const&>(std::remove_reference<corner const&>::type&) [34]
                0.00    0.00   25578/25578       void __gnu_cxx::new_allocator<std::_List_node<corner> >::construct<corner, corner const&>(corner*, corner const&) [58]
-----------------------------------------------
                0.00    0.00   25578/25578       std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&) [67]
[65]     0.0    0.00    0.00   25578         std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_get_node() [65]
                0.00    0.00   25578/25578       std::allocator_traits<std::allocator<std::_List_node<corner> > >::allocate(std::allocator<std::_List_node<corner> >&, unsigned long) [63]
-----------------------------------------------
                0.00    0.00   25578/25578       void std::__cxx11::list<corner, std::allocator<corner> >::_M_insert<corner const&>(std::_List_iterator<corner>, corner const&) [68]
[66]     0.0    0.00    0.00   25578         std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_inc_size(unsigned long) [66]
                0.00    0.00   25578/102311      std::_List_node<unsigned long>::_M_valptr() [37]
-----------------------------------------------
                0.00    0.00   25578/25578       void std::__cxx11::list<corner, std::allocator<corner> >::_M_insert<corner const&>(std::_List_iterator<corner>, corner const&) [68]
[67]     0.0    0.00    0.00   25578         std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&) [67]
                0.00    0.00   25578/25578       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_get_node() [65]
                0.00    0.00   25578/51146       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_get_Node_allocator() [42]
                0.00    0.00   25578/25578       std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::__allocated_ptr(std::allocator<std::_List_node<corner> >&, std::_List_node<corner>*) [60]
                0.00    0.00   25578/102312      corner const& std::forward<corner const&>(std::remove_reference<corner const&>::type&) [34]
                0.00    0.00   25578/672697      std::_List_node<corner>::_M_valptr() [21]
                0.00    0.00   25578/25578       void std::allocator_traits<std::allocator<std::_List_node<corner> > >::construct<corner, corner const&>(std::allocator<std::_List_node<corner> >&, corner*, corner const&) [64]
                0.00    0.00   25578/25578       std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::operator=(decltype(nullptr)) [62]
                0.00    0.00   25578/25578       std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::~__allocated_ptr() [61]
-----------------------------------------------
                0.00    0.00   25578/25578       std::__cxx11::list<corner, std::allocator<corner> >::push_back(corner const&) [69]
[68]     0.0    0.00    0.00   25578         void std::__cxx11::list<corner, std::allocator<corner> >::_M_insert<corner const&>(std::_List_iterator<corner>, corner const&) [68]
                0.00    0.00   25578/102312      corner const& std::forward<corner const&>(std::remove_reference<corner const&>::type&) [34]
                0.00    0.00   25578/25578       std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&) [67]
                0.00    0.00   25578/25578       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_inc_size(unsigned long) [66]
-----------------------------------------------
                0.00    0.00     192/25578       buildCombOfCorner(std::__cxx11::list<corner, std::allocator<corner> >*, int*) [338]
                0.00    0.00    1184/25578       fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [5]
                0.00    0.00   24202/25578       CopyListCorners(std::__cxx11::list<corner, std::allocator<corner> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [6]
[69]     0.0    0.00    0.00   25578         std::__cxx11::list<corner, std::allocator<corner> >::push_back(corner const&) [69]
                0.00    0.00   25578/139922      std::__cxx11::list<corner, std::allocator<corner> >::end() [28]
                0.00    0.00   25578/25578       void std::__cxx11::list<corner, std::allocator<corner> >::_M_insert<corner const&>(std::_List_iterator<corner>, corner const&) [68]
-----------------------------------------------
                0.00    0.00   25578/25578       std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::__allocated_ptr(std::allocator<std::_List_node<corner> >&, std::_List_node<corner>*) [60]
[70]     0.0    0.00    0.00   25578         std::allocator<std::_List_node<corner> >* std::__addressof<std::allocator<std::_List_node<corner> > >(std::allocator<std::_List_node<corner> >&) [70]
-----------------------------------------------
                0.00    0.00   25568/25568       std::allocator_traits<std::allocator<std::_List_node<corner> > >::deallocate(std::allocator<std::_List_node<corner> >&, std::_List_node<corner>*, unsigned long) [73]
[71]     0.0    0.00    0.00   25568         __gnu_cxx::new_allocator<std::_List_node<corner> >::deallocate(std::_List_node<corner>*, unsigned long) [71]
-----------------------------------------------
                0.00    0.00   25568/25568       void std::allocator_traits<std::allocator<std::_List_node<corner> > >::destroy<corner>(std::allocator<std::_List_node<corner> >&, corner*) [74]
[72]     0.0    0.00    0.00   25568         void __gnu_cxx::new_allocator<std::_List_node<corner> >::destroy<corner>(corner*) [72]
-----------------------------------------------
                0.00    0.00   25568/25568       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_put_node(std::_List_node<corner>*) [75]
[73]     0.0    0.00    0.00   25568         std::allocator_traits<std::allocator<std::_List_node<corner> > >::deallocate(std::allocator<std::_List_node<corner> >&, std::_List_node<corner>*, unsigned long) [73]
                0.00    0.00   25568/25568       __gnu_cxx::new_allocator<std::_List_node<corner> >::deallocate(std::_List_node<corner>*, unsigned long) [71]
-----------------------------------------------
                0.00    0.00   10637/25568       std::__cxx11::list<corner, std::allocator<corner> >::_M_erase(std::_List_iterator<corner>) [142]
                0.00    0.00   14931/25568       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_clear() [196]
[74]     0.0    0.00    0.00   25568         void std::allocator_traits<std::allocator<std::_List_node<corner> > >::destroy<corner>(std::allocator<std::_List_node<corner> >&, corner*) [74]
                0.00    0.00   25568/25568       void __gnu_cxx::new_allocator<std::_List_node<corner> >::destroy<corner>(corner*) [72]
-----------------------------------------------
                0.00    0.00   10637/25568       std::__cxx11::list<corner, std::allocator<corner> >::_M_erase(std::_List_iterator<corner>) [142]
                0.00    0.00   14931/25568       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_clear() [196]
[75]     0.0    0.00    0.00   25568         std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_put_node(std::_List_node<corner>*) [75]
                0.00    0.00   25568/25568       std::allocator_traits<std::allocator<std::_List_node<corner> > >::deallocate(std::allocator<std::_List_node<corner> >&, std::_List_node<corner>*, unsigned long) [73]
-----------------------------------------------
                0.00    0.00      23/23579       sortOutImpossibleCorners(int*, std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [12]
                0.00    0.00     168/23579       printlist(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [10]
                0.00    0.00     252/23579       containsCorner(std::__cxx11::list<corner, std::allocator<corner> >&, int, int) [11]
                0.00    0.00     713/23579       getNextCornerQuestion(std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [9]
                0.00    0.00    1184/23579       CopyListCorners(std::__cxx11::list<corner, std::allocator<corner> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [6]
                0.00    0.00    1904/23579       findCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int*, int) [8]
                0.00    0.00   19335/23579       fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [5]
[76]     0.0    0.00    0.00   23579         std::__cxx11::list<corner, std::allocator<corner> >::begin() [76]
                0.00    0.00   23579/184775      std::_List_iterator<corner>::_List_iterator(std::__detail::_List_node_base*) [26]
-----------------------------------------------
                0.00    0.00   15047/15047       std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [87]
[77]     0.0    0.00    0.00   15047         __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [77]
-----------------------------------------------
                0.00    0.00   15047/15047       void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [88]
[78]     0.0    0.00    0.00   15047         void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [78]
-----------------------------------------------
                0.00    0.00   15047/15047       std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [89]
[79]     0.0    0.00    0.00   15047         __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [79]
                0.00    0.00   15047/15047       __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const [81]
-----------------------------------------------
                0.00    0.00   15047/15047       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [90]
[80]     0.0    0.00    0.00   15047         void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [80]
                0.00    0.00   15047/60188       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [39]
                0.00    0.00   15047/54462       operator new(unsigned long, void*) [41]
-----------------------------------------------
                0.00    0.00   15047/15047       __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [79]
[81]     0.0    0.00    0.00   15047         __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const [81]
-----------------------------------------------
                0.00    0.00   15047/15047       std::__cxx11::list<int, std::allocator<int> >::back() [96]
[82]     0.0    0.00    0.00   15047         std::_List_iterator<int>::operator*() const [82]
                0.00    0.00   15047/45141       std::_List_node<int>::_M_valptr() [45]
-----------------------------------------------
                0.00    0.00   15047/15047       std::__cxx11::list<int, std::allocator<int> >::back() [96]
[83]     0.0    0.00    0.00   15047         std::_List_iterator<int>::operator--() [83]
-----------------------------------------------
                0.00    0.00   15047/15047       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [95]
[84]     0.0    0.00    0.00   15047         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [84]
                0.00    0.00   15047/15047       std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [101]
-----------------------------------------------
                0.00    0.00   15047/15047       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [95]
[85]     0.0    0.00    0.00   15047         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [85]
-----------------------------------------------
                0.00    0.00   15047/15047       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [95]
[86]     0.0    0.00    0.00   15047         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [86]
-----------------------------------------------
                0.00    0.00   15047/15047       std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [94]
[87]     0.0    0.00    0.00   15047         std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [87]
                0.00    0.00   15047/15047       __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [77]
-----------------------------------------------
                0.00    0.00   15047/15047       std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [97]
[88]     0.0    0.00    0.00   15047         void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [88]
                0.00    0.00   15047/15047       void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [78]
-----------------------------------------------
                0.00    0.00   15047/15047       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [92]
[89]     0.0    0.00    0.00   15047         std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [89]
                0.00    0.00   15047/15047       __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [79]
-----------------------------------------------
                0.00    0.00   15047/15047       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [95]
[90]     0.0    0.00    0.00   15047         void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [90]
                0.00    0.00   15047/60188       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [39]
                0.00    0.00   15047/15047       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [80]
-----------------------------------------------
                0.00    0.00   15047/15047       std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [97]
[91]     0.0    0.00    0.00   15047         std::__cxx11::_List_base<int, std::allocator<int> >::_M_dec_size(unsigned long) [91]
                0.00    0.00   15047/102311      std::_List_node<unsigned long>::_M_valptr() [37]
-----------------------------------------------
                0.00    0.00   15047/15047       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [95]
[92]     0.0    0.00    0.00   15047         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [92]
                0.00    0.00   15047/15047       std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [89]
-----------------------------------------------
                0.00    0.00   15047/15047       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [99]
