Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[18]     1.6    0.00    0.00      19         getNextCornerQuestion(std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [18]
                0.00    0.00   43761/878913      std::_List_iterator<corner>::operator->() const [11]
                0.00    0.00     231/231         containsCorner(std::__cxx11::list<corner, std::allocator<corner> >&, int, int) [37]
                0.00    0.00    5430/200608      std::__cxx11::list<corner, std::allocator<corner> >::end() [56]
                0.00    0.00    5430/161737      std::_List_iterator<corner>::operator!=(std::_List_iterator<corner> const&) const [58]
                0.00    0.00    4860/160675      std::_List_iterator<corner>::operator++(int) [59]
                0.00    0.00     589/33437       std::__cxx11::list<corner, std::allocator<corner> >::begin() [99]
-----------------------------------------------
                0.00    0.00   38032/38032       void std::__cxx11::list<corner, std::allocator<corner> >::_M_insert<corner const&>(std::_List_iterator<corner>, corner const&) [20]
[19]     1.3    0.00    0.00   38032         std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&) [19]
                0.00    0.00   38032/954967      std::_List_node<corner>::_M_valptr() [9]
                0.00    0.00   38032/38032       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_get_node() [90]
                0.00    0.00   38032/76054       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_get_Node_allocator() [68]
                0.00    0.00   38032/38032       std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::__allocated_ptr(std::allocator<std::_List_node<corner> >&, std::_List_node<corner>*) [85]
                0.00    0.00   38032/152128      corner const& std::forward<corner const&>(std::remove_reference<corner const&>::type&) [60]
                0.00    0.00   38032/38032       void std::allocator_traits<std::allocator<std::_List_node<corner> > >::construct<corner, corner const&>(std::allocator<std::_List_node<corner> >&, corner*, corner const&) [89]
                0.00    0.00   38032/38032       std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::operator=(decltype(nullptr)) [87]
                0.00    0.00   38032/38032       std::__allocated_ptr<std::allocator<std::_List_node<corner> > >::~__allocated_ptr() [86]
-----------------------------------------------
                0.00    0.00   38032/38032       std::__cxx11::list<corner, std::allocator<corner> >::push_back(corner const&) [21]
[20]     1.3    0.00    0.00   38032         void std::__cxx11::list<corner, std::allocator<corner> >::_M_insert<corner const&>(std::_List_iterator<corner>, corner const&) [20]
                0.00    0.00   38032/38032       std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&) [19]
                0.00    0.00   38032/152128      corner const& std::forward<corner const&>(std::remove_reference<corner const&>::type&) [60]
                0.00    0.00   38032/38032       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_inc_size(unsigned long) [91]
-----------------------------------------------
                0.00    0.00     192/38032       buildCombOfCorner(std::__cxx11::list<corner, std::allocator<corner> >*, int*) [41]
                0.00    0.00    1760/38032       fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [3]
                0.00    0.00   36080/38032       CopyListCorners(std::__cxx11::list<corner, std::allocator<corner> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [13]
[21]     1.3    0.00    0.00   38032         std::__cxx11::list<corner, std::allocator<corner> >::push_back(corner const&) [21]
                0.00    0.00   38032/38032       void std::__cxx11::list<corner, std::allocator<corner> >::_M_insert<corner const&>(std::_List_iterator<corner>, corner const&) [20]
                0.00    0.00   38032/200608      std::__cxx11::list<corner, std::allocator<corner> >::end() [56]
-----------------------------------------------
                0.00    0.00   15987/15987       void std::__cxx11::list<edge, std::allocator<edge> >::_M_insert<edge const&>(std::_List_iterator<edge>, edge const&) [23]
[22]     1.0    0.00    0.00   15987         std::_List_node<edge>* std::__cxx11::list<edge, std::allocator<edge> >::_M_create_node<edge const&>(edge const&) [22]
                0.00    0.00   15987/557525      std::_List_node<edge>::_M_valptr() [5]
                0.00    0.00   15987/15987       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_get_node() [149]
                0.00    0.00   15987/31956       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_get_Node_allocator() [100]
                0.00    0.00   15987/15987       std::__allocated_ptr<std::allocator<std::_List_node<edge> > >::__allocated_ptr(std::allocator<std::_List_node<edge> >&, std::_List_node<edge>*) [144]
                0.00    0.00   15987/63948       edge const& std::forward<edge const&>(std::remove_reference<edge const&>::type&) [70]
                0.00    0.00   15987/15987       void std::allocator_traits<std::allocator<std::_List_node<edge> > >::construct<edge, edge const&>(std::allocator<std::_List_node<edge> >&, edge*, edge const&) [148]
                0.00    0.00   15987/15987       std::__allocated_ptr<std::allocator<std::_List_node<edge> > >::operator=(decltype(nullptr)) [146]
                0.00    0.00   15987/15987       std::__allocated_ptr<std::allocator<std::_List_node<edge> > >::~__allocated_ptr() [145]
-----------------------------------------------
                0.00    0.00   15987/15987       std::__cxx11::list<edge, std::allocator<edge> >::push_back(edge const&) [24]
[23]     1.0    0.00    0.00   15987         void std::__cxx11::list<edge, std::allocator<edge> >::_M_insert<edge const&>(std::_List_iterator<edge>, edge const&) [23]
                0.00    0.00   15987/15987       std::_List_node<edge>* std::__cxx11::list<edge, std::allocator<edge> >::_M_create_node<edge const&>(edge const&) [22]
                0.00    0.00   15987/63948       edge const& std::forward<edge const&>(std::remove_reference<edge const&>::type&) [70]
                0.00    0.00   15987/15987       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_inc_size(unsigned long) [150]
-----------------------------------------------
                0.00    0.00     288/15987       buildCombOfEdge(std::__cxx11::list<edge, std::allocator<edge> >*, int*) [40]
                0.00    0.00    2640/15987       fillEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [4]
                0.00    0.00   13059/15987       CopyListEdges(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<edge, std::allocator<edge> >*) [16]
[24]     1.0    0.00    0.00   15987         std::__cxx11::list<edge, std::allocator<edge> >::push_back(edge const&) [24]
                0.00    0.00   15987/15987       void std::__cxx11::list<edge, std::allocator<edge> >::_M_insert<edge const&>(std::_List_iterator<edge>, edge const&) [23]
                0.00    0.00   15987/166943      std::__cxx11::list<edge, std::allocator<edge> >::end() [57]
-----------------------------------------------
                0.00    0.00       8/1988        std::__cxx11::list<corner, std::allocator<corner> >::clear() [42]
                0.00    0.00    1980/1988        std::__cxx11::_List_base<corner, std::allocator<corner> >::~_List_base() [26]
[25]     0.8    0.00    0.00    1988         std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_clear() [25]
                0.00    0.00   22255/954967      std::_List_node<corner>::_M_valptr() [9]
                0.00    0.00   22255/76054       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_get_Node_allocator() [68]
                0.00    0.00   22255/38022       void std::allocator_traits<std::allocator<std::_List_node<corner> > >::destroy<corner>(std::allocator<std::_List_node<corner> >&, corner*) [96]
                0.00    0.00   22255/38022       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_put_node(std::_List_node<corner>*) [97]
-----------------------------------------------
                0.00    0.00    1980/1980        std::__cxx11::list<corner, std::allocator<corner> >::~list() [27]
[26]     0.8    0.00    0.00    1980         std::__cxx11::_List_base<corner, std::allocator<corner> >::~_List_base() [26]
                0.00    0.00    1980/1988        std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_clear() [25]
                0.00    0.00    1980/1980        std::__cxx11::_List_base<corner, std::allocator<corner> >::_List_impl::~_List_impl() [219]
-----------------------------------------------
                0.00    0.00     220/1980        fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [3]
                0.00    0.00    1760/1980        fillrandomcube(int*, int*, std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int (*) [3][3]) [2]
[27]     0.8    0.00    0.00    1980         std::__cxx11::list<corner, std::allocator<corner> >::~list() [27]
                0.00    0.00    1980/1980        std::__cxx11::_List_base<corner, std::allocator<corner> >::~_List_base() [26]
-----------------------------------------------
                0.00    0.00      12/2872        std::__cxx11::list<edge, std::allocator<edge> >::clear() [43]
                0.00    0.00    2860/2872        std::__cxx11::_List_base<edge, std::allocator<edge> >::~_List_base() [29]
[28]     0.7    0.00    0.00    2872         std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_clear() [28]
                0.00    0.00   10989/557525      std::_List_node<edge>::_M_valptr() [5]
                0.00    0.00   10989/31956       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_get_Node_allocator() [100]
                0.00    0.00   10989/15969       void std::allocator_traits<std::allocator<std::_List_node<edge> > >::destroy<edge>(std::allocator<std::_List_node<edge> >&, edge*) [155]
                0.00    0.00   10989/15969       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_put_node(std::_List_node<edge>*) [156]
-----------------------------------------------
                0.00    0.00    2860/2860        std::__cxx11::list<edge, std::allocator<edge> >::~list() [30]
[29]     0.7    0.00    0.00    2860         std::__cxx11::_List_base<edge, std::allocator<edge> >::~_List_base() [29]
                0.00    0.00    2860/2872        std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_clear() [28]
                0.00    0.00    2860/2860        std::__cxx11::_List_base<edge, std::allocator<edge> >::_List_impl::~_List_impl() [203]
-----------------------------------------------
                0.00    0.00     220/2860        fillEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [4]
                0.00    0.00    2640/2860        fillrandomcube(int*, int*, std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int (*) [3][3]) [2]
[30]     0.7    0.00    0.00    2860         std::__cxx11::list<edge, std::allocator<edge> >::~list() [30]
                0.00    0.00    2860/2860        std::__cxx11::_List_base<edge, std::allocator<edge> >::~_List_base() [29]
-----------------------------------------------
                0.00    0.00      84/15767       findCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int*, int) [17]
                0.00    0.00      98/15767       sortOutImpossibleCorners(int*, std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [39]
                0.00    0.00   15585/15767       fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [3]
[31]     0.6    0.00    0.00   15767         std::__cxx11::list<corner, std::allocator<corner> >::erase(std::_List_const_iterator<corner>) [31]
                0.00    0.00   15767/15767       std::__cxx11::list<corner, std::allocator<corner> >::_M_erase(std::_List_iterator<corner>) [32]
                0.00    0.00   15767/265579      std::_List_iterator<corner>::_List_iterator(std::__detail::_List_node_base*) [54]
                0.00    0.00   15767/15767       std::_List_const_iterator<corner>::_M_const_cast() const [158]
-----------------------------------------------
                0.00    0.00   15767/15767       std::__cxx11::list<corner, std::allocator<corner> >::erase(std::_List_const_iterator<corner>) [31]
[32]     0.6    0.00    0.00   15767         std::__cxx11::list<corner, std::allocator<corner> >::_M_erase(std::_List_iterator<corner>) [32]
                0.00    0.00   15767/954967      std::_List_node<corner>::_M_valptr() [9]
                0.00    0.00   15767/15767       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_dec_size(unsigned long) [160]
                0.00    0.00   15767/76054       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_get_Node_allocator() [68]
                0.00    0.00   15767/38022       void std::allocator_traits<std::allocator<std::_List_node<corner> > >::destroy<corner>(std::allocator<std::_List_node<corner> >&, corner*) [96]
                0.00    0.00   15767/38022       std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_put_node(std::_List_node<corner>*) [97]
-----------------------------------------------
                0.00    0.00      18/18          main [1]
[33]     0.4    0.00    0.00      18         printlist(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [33]
                0.00    0.00    7680/878913      std::_List_iterator<corner>::operator->() const [11]
                0.00    0.00    2418/525569      std::_List_iterator<edge>::operator->() const [10]
                0.00    0.00    2704/200608      std::__cxx11::list<corner, std::allocator<corner> >::end() [56]
                0.00    0.00    2704/161737      std::_List_iterator<corner>::operator!=(std::_List_iterator<corner> const&) const [58]
                0.00    0.00    2560/160675      std::_List_iterator<corner>::operator++(int) [59]
                0.00    0.00    1425/166943      std::__cxx11::list<edge, std::allocator<edge> >::end() [57]
                0.00    0.00    1425/149300      std::_List_iterator<edge>::operator!=(std::_List_iterator<edge> const&) const [61]
                0.00    0.00    1209/132023      std::_List_iterator<edge>::operator++(int) [65]
                0.00    0.00     216/36735       std::__cxx11::list<edge, std::allocator<edge> >::begin() [98]
                0.00    0.00     144/33437       std::__cxx11::list<corner, std::allocator<corner> >::begin() [99]
-----------------------------------------------
                0.00    0.00     130/4980        findEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int*, int) [14]
                0.00    0.00     140/4980        sortOutImpossibleEdges(int*, std::__cxx11::list<edge, std::allocator<edge> >&, int*, int*) [38]
                0.00    0.00    4710/4980        fillEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [4]
[34]     0.3    0.00    0.00    4980         std::__cxx11::list<edge, std::allocator<edge> >::erase(std::_List_const_iterator<edge>) [34]
                0.00    0.00    4980/4980        std::__cxx11::list<edge, std::allocator<edge> >::_M_erase(std::_List_iterator<edge>) [35]
                0.00    0.00    4980/213638      std::_List_iterator<edge>::_List_iterator(std::__detail::_List_node_base*) [55]
                0.00    0.00    4980/4980        std::_List_const_iterator<edge>::_M_const_cast() const [175]
-----------------------------------------------
                0.00    0.00    4980/4980        std::__cxx11::list<edge, std::allocator<edge> >::erase(std::_List_const_iterator<edge>) [34]
[35]     0.3    0.00    0.00    4980         std::__cxx11::list<edge, std::allocator<edge> >::_M_erase(std::_List_iterator<edge>) [35]
                0.00    0.00    4980/557525      std::_List_node<edge>::_M_valptr() [5]
                0.00    0.00    4980/4980        std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_dec_size(unsigned long) [177]
                0.00    0.00    4980/15969       void std::allocator_traits<std::allocator<std::_List_node<edge> > >::destroy<edge>(std::allocator<std::_List_node<edge> >&, edge*) [155]
                0.00    0.00    4980/31956       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_get_Node_allocator() [100]
                0.00    0.00    4980/15969       std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_put_node(std::_List_node<edge>*) [156]
-----------------------------------------------
                0.00    0.00     324/324         getNextEdgeQuestion(std::__cxx11::list<edge, std::allocator<edge> >&, int*, int*) [15]
[36]     0.1    0.00    0.00     324         containsEdge(std::__cxx11::list<edge, std::allocator<edge> >&, int, int) [36]
                0.00    0.00    1939/525569      std::_List_iterator<edge>::operator->() const [10]
                0.00    0.00    1810/166943      std::__cxx11::list<edge, std::allocator<edge> >::end() [57]
                0.00    0.00    1810/149300      std::_List_iterator<edge>::operator!=(std::_List_iterator<edge> const&) const [61]
                0.00    0.00    1486/132023      std::_List_iterator<edge>::operator++(int) [65]
                0.00    0.00     324/36735       std::__cxx11::list<edge, std::allocator<edge> >::begin() [98]
-----------------------------------------------
                0.00    0.00     231/231         getNextCornerQuestion(std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [18]
[37]     0.1    0.00    0.00     231         containsCorner(std::__cxx11::list<corner, std::allocator<corner> >&, int, int) [37]
                0.00    0.00    2003/878913      std::_List_iterator<corner>::operator->() const [11]
                0.00    0.00    1834/200608      std::__cxx11::list<corner, std::allocator<corner> >::end() [56]
                0.00    0.00    1834/161737      std::_List_iterator<corner>::operator!=(std::_List_iterator<corner> const&) const [58]
                0.00    0.00    1603/160675      std::_List_iterator<corner>::operator++(int) [59]
                0.00    0.00     231/33437       std::__cxx11::list<corner, std::allocator<corner> >::begin() [99]
-----------------------------------------------
                0.00    0.00      28/28          findEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int*, int) [14]
[38]     0.1    0.00    0.00      28         sortOutImpossibleEdges(int*, std::__cxx11::list<edge, std::allocator<edge> >&, int*, int*) [38]
                0.00    0.00    1000/525569      std::_List_iterator<edge>::operator->() const [10]
                0.00    0.00     140/4980        std::__cxx11::list<edge, std::allocator<edge> >::erase(std::_List_const_iterator<edge>) [34]
                0.00    0.00     428/990         sortAnswer(int*) [236]
                0.00    0.00     363/166943      std::__cxx11::list<edge, std::allocator<edge> >::end() [57]
                0.00    0.00     363/1656        std::_List_iterator<edge>::operator==(std::_List_iterator<edge> const&) const [227]
                0.00    0.00     217/10698       std::__cxx11::list<edge, std::allocator<edge> >::size() const [165]
                0.00    0.00     140/4980        std::_List_const_iterator<edge>::_List_const_iterator(std::_List_iterator<edge> const&) [176]
                0.00    0.00      74/132023      std::_List_iterator<edge>::operator++(int) [65]
                0.00    0.00      28/28          std::_List_iterator<edge>::_List_iterator() [319]
                0.00    0.00      28/36735       std::__cxx11::list<edge, std::allocator<edge> >::begin() [98]
-----------------------------------------------
                0.00    0.00      19/19          findCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int*, int) [17]
[39]     0.0    0.00    0.00      19         sortOutImpossibleCorners(int*, std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [39]
                0.00    0.00     743/878913      std::_List_iterator<corner>::operator->() const [11]
                0.00    0.00      98/15767       std::__cxx11::list<corner, std::allocator<corner> >::erase(std::_List_const_iterator<corner>) [31]
                0.00    0.00     318/990         sortAnswer(int*) [236]
                0.00    0.00     265/200608      std::__cxx11::list<corner, std::allocator<corner> >::end() [56]
                0.00    0.00     265/839         std::_List_iterator<corner>::operator==(std::_List_iterator<corner> const&) const [239]
                0.00    0.00     161/6045        std::__cxx11::list<corner, std::allocator<corner> >::size() const [171]
                0.00    0.00      98/15767       std::_List_const_iterator<corner>::_List_const_iterator(std::_List_iterator<corner> const&) [159]
                0.00    0.00      61/160675      std::_List_iterator<corner>::operator++(int) [59]
                0.00    0.00      19/33437       std::__cxx11::list<corner, std::allocator<corner> >::begin() [99]
                0.00    0.00      19/19          std::_List_iterator<corner>::_List_iterator() [325]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[40]     0.0    0.00    0.00       1         buildCombOfEdge(std::__cxx11::list<edge, std::allocator<edge> >*, int*) [40]
                0.00    0.00     288/15987       std::__cxx11::list<edge, std::allocator<edge> >::push_back(edge const&) [24]
                0.00    0.00      12/36735       std::__cxx11::list<edge, std::allocator<edge> >::begin() [98]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[41]     0.0    0.00    0.00       1         buildCombOfCorner(std::__cxx11::list<corner, std::allocator<corner> >*, int*) [41]
                0.00    0.00     192/38032       std::__cxx11::list<corner, std::allocator<corner> >::push_back(corner const&) [21]
-----------------------------------------------
                0.00    0.00       8/8           main [1]
[42]     0.0    0.00    0.00       8         std::__cxx11::list<corner, std::allocator<corner> >::clear() [42]
                0.00    0.00       8/1988        std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_clear() [25]
                0.00    0.00       8/1996        std::__cxx11::_List_base<corner, std::allocator<corner> >::_M_init() [211]
-----------------------------------------------
                0.00    0.00      12/12          main [1]
[43]     0.0    0.00    0.00      12         std::__cxx11::list<edge, std::allocator<edge> >::clear() [43]
                0.00    0.00      12/2872        std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_clear() [28]
                0.00    0.00      12/2884        std::__cxx11::_List_base<edge, std::allocator<edge> >::_M_init() [195]
-----------------------------------------------
                                                 <spontaneous>
[44]     0.0    0.00    0.00                 atexit [44]
-----------------------------------------------
                                                 <spontaneous>
[45]     0.0    0.00    0.00                 data_start [45]
-----------------------------------------------
                                                 <spontaneous>
[46]     0.0    0.00    0.00                 deregister_tm_clones [46]
-----------------------------------------------
                                                 <spontaneous>
[47]     0.0    0.00    0.00                 etext [47]
-----------------------------------------------
                                                 <spontaneous>
[48]     0.0    0.00    0.00                 frame_dummy [48]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.0    0.00    0.00                 register_tm_clones [49]
-----------------------------------------------
                0.00    0.00  954967/954967      std::_List_node<corner>::_M_valptr() [9]
[50]     0.0    0.00    0.00  954967         __gnu_cxx::__aligned_membuf<corner>::_M_ptr() [50]
                0.00    0.00  954967/954967      __gnu_cxx::__aligned_membuf<corner>::_M_addr() [51]
-----------------------------------------------
                0.00    0.00  954967/954967      __gnu_cxx::__aligned_membuf<corner>::_M_ptr() [50]
[51]     0.0    0.00    0.00  954967         __gnu_cxx::__aligned_membuf<corner>::_M_addr() [51]
-----------------------------------------------
                0.00    0.00  557525/557525      std::_List_node<edge>::_M_valptr() [5]
[52]     0.0    0.00    0.00  557525         __gnu_cxx::__aligned_membuf<edge>::_M_ptr() [52]
                0.00    0.00  557525/557525      __gnu_cxx::__aligned_membuf<edge>::_M_addr() [53]
-----------------------------------------------
                0.00    0.00  557525/557525      __gnu_cxx::__aligned_membuf<edge>::_M_ptr() [52]
[53]     0.0    0.00    0.00  557525         __gnu_cxx::__aligned_membuf<edge>::_M_addr() [53]
-----------------------------------------------
                0.00    0.00   15767/265579      std::__cxx11::list<corner, std::allocator<corner> >::erase(std::_List_const_iterator<corner>) [31]
                0.00    0.00   15767/265579      std::_List_const_iterator<corner>::_M_const_cast() const [158]
                0.00    0.00   33437/265579      std::__cxx11::list<corner, std::allocator<corner> >::begin() [99]
                0.00    0.00  200608/265579      std::__cxx11::list<corner, std::allocator<corner> >::end() [56]
[54]     0.0    0.00    0.00  265579         std::_List_iterator<corner>::_List_iterator(std::__detail::_List_node_base*) [54]
-----------------------------------------------
                0.00    0.00    4980/213638      std::__cxx11::list<edge, std::allocator<edge> >::erase(std::_List_const_iterator<edge>) [34]
                0.00    0.00    4980/213638      std::_List_const_iterator<edge>::_M_const_cast() const [175]
                0.00    0.00   36735/213638      std::__cxx11::list<edge, std::allocator<edge> >::begin() [98]
                0.00    0.00  166943/213638      std::__cxx11::list<edge, std::allocator<edge> >::end() [57]
[55]     0.0    0.00    0.00  213638         std::_List_iterator<edge>::_List_iterator(std::__detail::_List_node_base*) [55]
-----------------------------------------------
                0.00    0.00     265/200608      sortOutImpossibleCorners(int*, std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [39]
                0.00    0.00     574/200608      findCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int*, int) [17]
                0.00    0.00    1834/200608      containsCorner(std::__cxx11::list<corner, std::allocator<corner> >&, int, int) [37]
                0.00    0.00    2704/200608      printlist(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [33]
                0.00    0.00    5430/200608      getNextCornerQuestion(std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [18]
                0.00    0.00   37840/200608      CopyListCorners(std::__cxx11::list<corner, std::allocator<corner> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [13]
                0.00    0.00   38032/200608      std::__cxx11::list<corner, std::allocator<corner> >::push_back(corner const&) [21]
                0.00    0.00  113929/200608      fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [3]
[56]     0.0    0.00    0.00  200608         std::__cxx11::list<corner, std::allocator<corner> >::end() [56]
                0.00    0.00  200608/265579      std::_List_iterator<corner>::_List_iterator(std::__detail::_List_node_base*) [54]
-----------------------------------------------
                0.00    0.00     363/166943      sortOutImpossibleEdges(int*, std::__cxx11::list<edge, std::allocator<edge> >&, int*, int*) [38]
                0.00    0.00    1293/166943      findEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int*, int) [14]
                0.00    0.00    1425/166943      printlist(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [33]
                0.00    0.00    1810/166943      containsEdge(std::__cxx11::list<edge, std::allocator<edge> >&, int, int) [36]
                0.00    0.00    7350/166943      getNextEdgeQuestion(std::__cxx11::list<edge, std::allocator<edge> >&, int*, int*) [15]
                0.00    0.00   15699/166943      CopyListEdges(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<edge, std::allocator<edge> >*) [16]
                0.00    0.00   15987/166943      std::__cxx11::list<edge, std::allocator<edge> >::push_back(edge const&) [24]
                0.00    0.00  123016/166943      fillEdges(std::__cxx11::list<edge, std::allocator<edge> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [4]
[57]     0.0    0.00    0.00  166943         std::__cxx11::list<edge, std::allocator<edge> >::end() [57]
                0.00    0.00  166943/213638      std::_List_iterator<edge>::_List_iterator(std::__detail::_List_node_base*) [55]
-----------------------------------------------
                0.00    0.00    1834/161737      containsCorner(std::__cxx11::list<corner, std::allocator<corner> >&, int, int) [37]
                0.00    0.00    2704/161737      printlist(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [33]
                0.00    0.00    5430/161737      getNextCornerQuestion(std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [18]
                0.00    0.00   37840/161737      CopyListCorners(std::__cxx11::list<corner, std::allocator<corner> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [13]
                0.00    0.00  113929/161737      fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [3]
[58]     0.0    0.00    0.00  161737         std::_List_iterator<corner>::operator!=(std::_List_iterator<corner> const&) const [58]
-----------------------------------------------
                0.00    0.00      61/160675      sortOutImpossibleCorners(int*, std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [39]
                0.00    0.00     441/160675      findCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int*, int) [17]
                0.00    0.00    1603/160675      containsCorner(std::__cxx11::list<corner, std::allocator<corner> >&, int, int) [37]
                0.00    0.00    2560/160675      printlist(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [33]
                0.00    0.00    4860/160675      getNextCornerQuestion(std::__cxx11::list<corner, std::allocator<corner> >&, int*, int*) [18]
                0.00    0.00   36080/160675      CopyListCorners(std::__cxx11::list<corner, std::allocator<corner> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [13]
                0.00    0.00  115070/160675      fillCorners(std::__cxx11::list<corner, std::allocator<corner> >*, int (*) [3][3], int*, int (*) [3][3], int (*) [3][3]) [3]
[59]     0.0    0.00    0.00  160675         std::_List_iterator<corner>::operator++(int) [59]
-----------------------------------------------
                0.00    0.00   38032/152128      void std::__cxx11::list<corner, std::allocator<corner> >::_M_insert<corner const&>(std::_List_iterator<corner>, corner const&) [20]
                0.00    0.00   38032/152128      std::_List_node<corner>* std::__cxx11::list<corner, std::allocator<corner> >::_M_create_node<corner const&>(corner const&) [19]
                0.00    0.00   38032/152128      void std::allocator_traits<std::allocator<std::_List_node<corner> > >::construct<corner, corner const&>(std::allocator<std::_List_node<corner> >&, corner*, corner const&) [89]
                0.00    0.00   38032/152128      void __gnu_cxx::new_allocator<std::_List_node<corner> >::construct<corner, corner const&>(corner*, corner const&) [83]
[60]     0.0    0.00    0.00  152128         corner const& std::forward<corner const&>(std::remove_reference<corner const&>::type&) [60]
-----------------------------------------------
                0.00    0.00    1425/149300      printlist(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<corner, std::allocator<corner> >*) [33]
                0.00    0.00    1810/149300      containsEdge(std::__cxx11::list<edge, std::allocator<edge> >&, int, int) [36]
                0.00    0.00    7350/149300      getNextEdgeQuestion(std::__cxx11::list<edge, std::allocator<edge> >&, int*, int*) [15]
                0.00    0.00   15699/149300      CopyListEdges(std::__cxx11::list<edge, std::allocator<edge> >*, std::__cxx11::list<edge, std::allocator<edge> >*) [16]
